N,n_steps,n_analyze,flip_perc
10,6300,5000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2
2.0599999999999996,1.0,0.0,0.0018653063946122552,0.004667739744906428
2.0699999999999994,1.0,0.0,0.0011464159498566324,0.0033776876182457912
2.079999999999999,1.0,0.0,0.004140428085617126,0.008094172972603269
2.089999999999999,1.0,0.0,0.002272534506901408,0.005613779698610374
2.0999999999999988,1.0,0.0,0.0014651107999377809,0.004104614306883737
2.1099999999999985,1.0,0.0,0.0019194061034429229,0.004093032394785352
2.1199999999999983,1.0,0.0,0.0015145695805827916,0.004018048466345812
2.129999999999998,1.0,0.0,0.0028512458047165305,0.005323648825094236
2.139999999999998,1.0,0.0,0.002043173079060276,0.004523672958259224
2.1499999999999977,1.0,0.0,0.003685901624769412,0.0073971615885311355
2.1599999999999975,1.0,0.0,0.0023100442310684585,0.004739836223911653
2.1699999999999973,1.0,0.0,0.003222582294236658,0.005942990916357981
2.179999999999997,1.0,0.0,0.0025996043653175142,0.004891902112783629
2.189999999999997,1.0,0.0,0.004794683381120633,0.008051484527334661
2.1999999999999966,1.0,0.0,0.003603022826787575,0.006599929327062121
2.2099999999999964,1.0,0.0,0.00453408904003025,0.006830251931874013
2.219999999999996,1.0,0.0,0.006280464981885264,0.008229010908015373
2.229999999999996,1.0,0.0,0.0055762441377164365,0.0076527575516021
2.2399999999999958,1.0,0.0,0.003937987597519519,0.006031405387584576
2.2499999999999956,1.0,0.0,0.005054948767531273,0.007240540430753321
2.2599999999999953,1.0,0.0,0.0023514125047231884,0.004764131038128591
2.269999999999995,1.0,0.0,0.006408890667022303,0.00789837926953586
2.279999999999995,1.0,0.0,0.003265995421306496,0.0056376391080276995
2.2899999999999947,1.0,0.0,0.006661936831810803,0.008138776835964277
2.2999999999999945,1.0,0.0,0.006646964948545251,0.008084395745591772
2.3099999999999943,1.0,0.0,0.006888888888888843,0.00865434855621747
2.319999999999994,1.0,0.0,0.007475912960369843,0.00915620445709637
2.329999999999994,1.0,0.0,0.00891987286346158,0.008819688392668277
2.3399999999999936,1.0,0.0,0.00962393367562401,0.009882693781381983
2.3499999999999934,1.0,0.0,0.007705950078904653,0.00827375604504642
2.359999999999993,1.0,0.0,0.007700597897357241,0.00792995013109732
2.369999999999993,1.0,0.0,0.007771554310862187,0.008610762923591617
2.379999999999993,1.0,0.0,0.00939089151163567,0.00929286758417594
2.3899999999999926,1.0,0.0,0.009082705429974918,0.008504829829031823
2.3999999999999924,1.0,0.0,0.006095992531839694,0.007599783768993688
2.409999999999992,1.0,0.0,0.007193314218399239,0.008141039782390757
2.419999999999992,1.0,0.0,0.010032886577315478,0.009152014571209368
2.4299999999999917,1.0,0.0,0.012454890978195614,0.009348963349614313
2.4399999999999915,1.0,0.0,0.008182151985952724,0.008177535493305342
2.4499999999999913,1.0,0.0,0.011264083927896653,0.009242634949687226
2.459999999999991,1.0,0.0,0.012885190371407597,0.009825034617075169
