N,n_steps,n_analyze,flip_perc
10,100000,50000,0.1

Temp,E_mean,E_std,M_mean,M_std,cV_mean,cV_std,Chi_mean,Chi_std
1.6,-1.9263197263945282,0.08029878464194487,-0.9792003840076802,0.025850144905829337,4.609508580796615,0.11179369644919918,1.8082111442228843,0.07152989437657917
1.7000000000000002,-1.8951731034620694,0.09702050193307918,-0.9697125942518852,0.03243603615605369,4.049398756833267,0.12611677747036604,1.67585387943053,0.0804639863846671
1.8000000000000003,-1.85787555751115,0.11581683429086978,0.957142342846857,0.041956515178247306,3.5719995190027243,0.1421463613018158,1.5543718341033483,0.0891562346979457
1.9000000000000004,-1.8030004600092,0.1437478719452993,-0.9365303306066122,0.06078107865004649,3.148554749488341,0.1732264188777706,1.4343250107107404,0.10095520013526585
2.0000000000000004,-1.720592811856237,0.19111791936475675,0.8612208244164883,0.2788863588804152,2.752899021980438,0.23232716266991624,1.3108533570671412,0.11975299481130168
2.1000000000000005,-1.6324574491489834,0.2076595808396318,-0.8583007660153201,0.12826055386207705,2.4120217406615696,0.2371785321845397,1.1960875827040347,0.12252357261635406
2.2000000000000006,-1.5303646072921462,0.2497655394978973,-0.6762487249744994,0.4578155874578395,2.091839157444305,0.2741555193768955,1.0881008020160399,0.1367753521401527
2.3000000000000007,-1.4164875297505952,0.2740121830375888,-0.050035800716014316,0.75172719692313,1.8020637977976939,0.2908342796472554,0.9849468258930393,0.13980509110424075
2.400000000000001,-1.2752707054141081,0.2766084099666778,-0.20388447768955384,0.637650759510788,1.527289724961165,0.27627983857475524,0.8759891831169955,0.13922326722580095
2.500000000000001,-1.1426924538490768,0.2785972418487305,-0.002222044440888825,0.5802957293311075,1.2905350587011732,0.2622090260762213,0.7794547346946936,0.1406227137878009
2.600000000000001,-1.0418392367847358,0.2588001947961439,0.07872317446348925,0.5099412226425375,1.1135840042244622,0.22510289730149327,0.6990158018544983,0.13504250737229784
2.700000000000001,-0.9512642252845057,0.2362523990784363,-0.01984199683993679,0.4503905594799053,0.9651726082532616,0.19221774418428986,0.6293641072821453,0.12495532978932222
2.800000000000001,-0.8824200484009681,0.22882343998420132,0.05117982359647194,0.3939176125357055,0.8507544783548725,0.1696083574957813,0.5739462989259783,0.12347911761211003
2.9000000000000012,-0.8268693373867477,0.20076564268940206,-0.022651653033060656,0.35040142765124055,0.7587872489911148,0.13786833718835897,0.5277394540994266,0.1120294963857047
3.0000000000000013,-0.7676445528910579,0.19267446236813163,-0.037880357607152144,0.3079407016870281,0.6750196915049407,0.11990746677444292,0.47967556951139,0.10963269200337221
3.1000000000000014,-0.7326314526290526,0.1898132613308023,-0.005168103362067243,0.29675524682026283,0.6165154662094277,0.11097653555548896,0.4442491998227059,0.10565672288461132
3.2000000000000015,-0.7040548810976222,0.19238420543738874,0.015423508470169399,0.28897135884562597,0.5670965075551506,0.10399500500987105,0.41386482229644567,0.10396209497491257
3.3000000000000016,-0.6707622152443049,0.18303160123563855,-0.00482089641792836,0.26386737566889035,0.518133113075484,0.0923758243740548,0.38541672651634834,0.09893767413138381
3.4000000000000017,-0.6368467369347387,0.17917139051379322,0.041429228584571695,0.24492094453494248,0.4765455689736627,0.08461981261188098,0.35646788935778695,0.09470156283985876
3.5000000000000018,-0.6154831096621933,0.16897770615979427,-0.007609752195043901,0.23210997895511343,0.4404103122062436,0.0748444981290584,0.336295219618678,0.0892512017568147
