N,n_steps,n_analyze,flip_perc
30,50000,25000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2,R_mean_d=3,R_std_d=3,R_mean_d=4,R_std_d=4,R_mean_d=5,R_std_d=5,R_mean_d=6,R_std_d=6,R_mean_d=7,R_std_d=7,R_mean_d=8,R_std_d=8,R_mean_d=9,R_std_d=9,R_mean_d=10,R_std_d=10,R_mean_d=11,R_std_d=11,R_mean_d=12,R_std_d=12,R_mean_d=13,R_std_d=13,R_mean_d=14,R_std_d=14
2.1,0.0022252185254461373,0.0013624029487168622,0.0005545580985610277,0.0008712863133631313,-6.501700274077583e-05,0.0005752251462093904,-0.0003506205488505097,0.00040685693737036604,-0.0004960229738257063,0.0003374433524315419,-0.000573397875302252,0.000333966289749701,-0.0006057049024629183,0.00035539503117366185,-0.0006223750684879332,0.00039136057414197387,-0.0006323995922300434,0.00042661075586516203,-0.0006400022646308838,0.00046041902323866435,-0.0006594009751548692,0.0005018638233583428,-0.0006726831077016103,0.0005577944859061263,-0.000677619004839349,0.0006053505946394349,-0.0006930416255223914,0.0006554318577347055
2.11,0.0021758322093844047,0.0011969429168978488,0.00046876431551670845,0.0007089050954675309,-0.000138537688917875,0.00043271868441908875,-0.0003915911652206081,0.00031223570344934723,-0.0005172051203207565,0.0002954530208784434,-0.0005815929626177194,0.000326402899388354,-0.0006153021523637184,0.0003716269597252784,-0.0006386448151643614,0.00040609406362779755,-0.0006439114087461065,0.0004202053394947355,-0.0006324010024424857,0.00041931263795987294,-0.0006325343562133139,0.0004142580292718525,-0.0006231123286533032,0.00042530134338702536,-0.0006225083844403129,0.0004314607207214993,-0.0006233290646550339,0.0004476586431622335
2.1199999999999997,0.002674317523242441,0.0017928390405230728,0.0008109387873392433,0.001184070345211003,6.6688459453703e-05,0.0007747011545161782,-0.00030381929339290756,0.0005032401315026506,-0.0005156897668030554,0.00038466090640066117,-0.00063548257036088,0.0003918765340093194,-0.0007048260922857036,0.00045749341608961096,-0.0007495893553467105,0.0005354685945671934,-0.0007851401396782778,0.0006017554805446848,-0.0008139031657030845,0.0006606740417613536,-0.000829853165890647,0.0007001443437121357,-0.0008335321398327134,0.0007310162995580163,-0.0008409646107495725,0.0007647882397638307,-0.0008379531156871904,0.0007924601577800738
2.1299999999999994,0.0028496275091076714,0.0016676829130345089,0.0008898717377519343,0.001085201990599252,8.98487705480769e-05,0.0006906044125799601,-0.0003169402083989731,0.00045313923029541184,-0.0005462798934746242,0.0003680976850368674,-0.0006794009481510449,0.0003947324869164879,-0.0007659399348237571,0.00046220911419104073,-0.0008233810051999692,0.000528887444655627,-0.0008516897249900462,0.0005809835643814434,-0.000875676430312534,0.0006077094270051231,-0.0008701162852730775,0.0006239941886566413,-0.0008662074993187811,0.0006385488509597624,-0.0008578922703956934,0.000656834688788961,-0.0008594134462839818,0.0006827928729594045
2.1399999999999992,0.0031168221969331803,0.0019730948400627597,0.001001447154334337,0.0014064180003965383,0.0001323318184707245,0.0010224710254986278,-0.0002960143251479771,0.0007350407842267798,-0.0005344626061048436,0.0005334166433339717,-0.0006832298629015515,0.00044089373669628127,-0.0007911490184563105,0.00046430148529190104,-0.0008611627369035206,0.0005661550005095514,-0.0009144358076498187,0.0006901128920774847,-0.000939461675495851,0.000806554512531252,-0.0009616046987812089,0.0009149686865191774,-0.0009846617025974843,0.0010099848947419175,-0.0010073875210014492,0.0010706952809983797,-0.001018449037215394,0.0011011135830381281
2.149999999999999,0.0033286212622032417,0.002117844406366267,0.001146724461898991,0.0014549863481726057,0.00021478263184930164,0.0009867778049172011,-0.0002622980882992717,0.0006715439572727514,-0.0005418493045390824,0.0004898119137287429,-0.0007286774381323764,0.00045652920723506755,-0.0008431423773743443,0.0005085431077015315,-0.0009243623815110948,0.0006031582824016398,-0.0009846158095268066,0.0007153903087695907,-0.0010247285998705841,0.0008101590013974177,-0.0010519405162390135,0.0008974431693647624,-0.0010600110102461813,0.0009668487719824619,-0.0010609620973670694,0.001018407915368161,-0.0010620648836976647,0.0010604418679555894
2.159999999999999,0.0034100900292256446,0.0021311627136083376,0.0011611161675905033,0.0014718119033871884,0.00020319553982591876,0.0009872129392147688,-0.00027550827971939103,0.0006603162416032734,-0.0005590598746962977,0.00046544039532260605,-0.0007443956076478938,0.00043990000485515573,-0.0008691165862936841,0.0005307830631630919,-0.0009542350790515076,0.0006508353408440316,-0.0010133144006386284,0.0007548213232228106,-0.0010555168581203862,0.0008449092742553303,-0.0010766794592847325,0.0009096210542172365,-0.0010881316263125016,0.0009463949064540372,-0.0010748951044683242,0.0009649443733016943,-0.0010648081306778123,0.0009790645182722031
2.1699999999999986,0.002998695862108787,0.001654283365284182,0.0008681674030791672,0.001088139964529841,1.9596832082848844e-05,0.0007062131369475927,-0.00038030550530106125,0.0004586323479336997,-0.0006121507329210982,0.00037225069473939223,-0.0007437636326564831,0.0004143329748699294,-0.0008122572720743342,0.0004967931780334679,-0.0008468701598598664,0.0005570651045341705,-0.0008739271970356146,0.0005928660823906008,-0.0008894558723538836,0.0006139237246248697,-0.0008978910390165447,0.0006237470942892733,-0.0008911677106389523,0.0006228170080975625,-0.0008911669037395626,0.0006228495905017015,-0.0008752815195796909,0.0006586910555804893
2.1799999999999984,0.0035532513779514725,0.0021599768800534846,0.0011926484537491235,0.001421146823437987,0.00018579387025704724,0.0009058792486705999,-0.0003223901497242265,0.0005880415992352787,-0.0006156473142801492,0.00045049913982937587,-0.0008035430721556337,0.00044964116910693297,-0.0009263857456075701,0.0005410488971211543,-0.0009978923711643547,0.0006598091266511853,-0.001039020973321726,0.0007550440901823615,-0.0010593981420679453,0.00080822931372007,-0.0010827059872851865,0.0008450360041867185,-0.0010954428935160008,0.0008757933295052873,-0.0010915624977871588,0.0009005068701284926,-0.0010844715898625879,0.000949922497844404
2.189999999999998,0.00335449297808573,0.0016739137922842828,0.0010079475133690573,0.0010696391808983773,4.445360370630927e-05,0.0006873701408019863,-0.0004244853286504951,0.0004940668094425302,-0.0006644729907449447,0.00043377356289044593,-0.0007916059047826315,0.00043734240310768765,-0.0008809682672406501,0.00047862005076090706,-0.0009277257356389791,0.0005177346399715861,-0.0009580904990010272,0.0005679304066710146,-0.000983276262018288,0.000608286330340739,-0.0009885849214078645,0.0006455905988926886,-0.0009896021605019963,0.0006882576379017999,-0.0009894790283819885,0.000718644050928385,-0.0009876956030841029,0.000752258664702252
