N,n_steps,n_analyze,flip_perc
50,11000,1000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2,R_mean_d=3,R_std_d=3,R_mean_d=4,R_std_d=4,R_mean_d=5,R_std_d=5,R_mean_d=6,R_std_d=6,R_mean_d=7,R_std_d=7,R_mean_d=8,R_std_d=8,R_mean_d=9,R_std_d=9,R_mean_d=10,R_std_d=10,R_mean_d=11,R_std_d=11,R_mean_d=12,R_std_d=12,R_mean_d=13,R_std_d=13,R_mean_d=14,R_std_d=14,R_mean_d=15,R_std_d=15,R_mean_d=16,R_std_d=16,R_mean_d=17,R_std_d=17,R_mean_d=18,R_std_d=18,R_mean_d=19,R_std_d=19,R_mean_d=20,R_std_d=20,R_mean_d=21,R_std_d=21,R_mean_d=22,R_std_d=22,R_mean_d=23,R_std_d=23,R_mean_d=24,R_std_d=24
2.2,0.0020677425180282336,0.0004988534638624652,0.0007634566811709668,0.00036683145104374643,0.00022987983902269613,0.0002811492697090778,-1.7615656472799342e-05,0.00020589394459221948,-0.00014299752814038517,0.00015203803512822423,-0.0001905974545974548,0.00013346187073993355,-0.00020191718248861132,0.00013103434769125768,-0.00022375779861494172,0.00012402201395071477,-0.00022838185123899397,0.00011434794541908159,-0.0002548671120099691,0.0001252757382120286,-0.00028043357643357624,0.00013016914980405598,-0.00030033135175992325,0.0001412818808570571,-0.0003328173888173887,0.0001516400056746685,-0.00033805397233968647,0.00016852532925017564,-0.0003471203448346301,0.00018384378795328925,-0.0003596092418949559,0.00017705704268652494,-0.00036782839982839983,0.00016964939707553848,-0.0003557716083430367,0.00017484840407947926,-0.00034697456640313804,0.0001763118489901983,-0.00035250041878613257,0.00018679947545029372,-0.00037459533002390157,0.00018155957755937538,-0.00037409033523319265,0.0001815377961613426,-0.00038138121795264587,0.00017501648083096335,-0.00039838205552491325,0.0001883660921758681
2.21,0.0018490827415170265,0.0007943857085840591,0.0006011860284774558,0.0004919765573836903,0.0001231713607485037,0.00029431158575577885,-0.00010224164409307273,0.00018727630350886079,-0.0001983472190557907,0.00013515689102402273,-0.0002448077203734346,0.00012839840204523648,-0.00026546413188698905,0.00014313674271827835,-0.00028115394414822973,0.0001660154758466481,-0.000291781061061061,0.00018602904359296313,-0.00028507361892504717,0.00020211832012430027,-0.0002891632595861169,0.00018998943066051712,-0.00029160128945271776,0.0001794896715076682,-0.000283580860860861,0.00018278747708710022,-0.0002838845114502254,0.00016185603972158118,-0.0002983067704439133,0.00016268536856856201,-0.00028096992339278037,0.00017065808245504541,-0.0002668094772323345,0.00016920962870702427,-0.00025660008416579847,0.00016882871430238408,-0.00028385967028252785,0.00017561358482297125,-0.0003071070809585095,0.0001710528206934389,-0.0003174168192682475,0.00015848381389974665,-0.00028278757778186326,0.00013765366814396646,-0.00025847134317991485,0.00015196653366914906,-0.00024506986006414566,0.00016838637028458503
2.2199999999999998,0.003381593158873159,0.0008477262005523227,0.0017762206026434586,0.0007046912607809302,0.0010315958145901,0.0005668134679979455,0.0005852372928030072,0.0004377024474486088,0.000281787720782006,0.00033594202799403075,5.919026618455186e-05,0.0002664234747623614,-0.00010795124267124268,0.0002310082655334785,-0.0002687915932258789,0.00020909033424216486,-0.0003980990231047376,0.00018087580152042928,-0.0004964040219811647,0.00018374219220687572,-0.0005536334963534967,0.00020601143678584906,-0.0006021002488202496,0.00021568682448237813,-0.0006393224506138795,0.00024012679787179607,-0.000662259019836163,0.00024315712174493673,-0.0006719719164062028,0.00025056547389040723,-0.000702754372331516,0.00029217319809990525,-0.0007116393389307667,0.00033039729356288067,-0.0007192544642601784,0.0003208073421336123,-0.0007274798324855476,0.0003243598593481656,-0.000732141800576085,0.0003217734479394575,-0.000733470149333006,0.00031520141067516036,-0.0007143927862556432,0.00032570266685677014,-0.0007160708725051568,0.0003502881737409337,-0.0006929189042103322,0.0003688005402849369
2.2299999999999995,0.0024165646658903805,0.0005044029542940902,0.0009715898952013234,0.0003490471061314224,0.0003666571256971255,0.0002494459130783343,3.752407427835999e-05,0.00020827966432699905,-0.00015394282118853526,0.00017124429821539658,-0.00024274182427325258,0.0001591223967068063,-0.00029682366121223247,0.00015978343413175635,-0.0003320677215991507,0.00017325150263987213,-0.00033307803803803805,0.00016825585266349493,-0.0003408180229208802,0.00015187819844789043,-0.00033473160997732484,0.00014472107076139352,-0.00035032957528957506,0.00014386554394259568,-0.0003566219084390519,0.00012067087671648897,-0.00036989755142898,0.00013123620121738215,-0.0003881495993953136,0.00013727981426692832,-0.0004008983481440626,0.0001331066946681798,-0.00040074635942064554,0.00013988449520307652,-0.00040675792200363663,0.00015858982558114348,-0.0003967237245408675,0.00017313168493078438,-0.00038396418949561775,0.00018451067490781752,-0.00038869185593757026,0.00017502601388475085,-0.0004061071487814345,0.0001601223376857612,-0.0004225395812138667,0.0001624026897735726,-0.0004579905423791143,0.00018703807510562327
2.2399999999999993,0.009228175296929578,0.0004969944923930162,0.006724938018835166,0.0005317466872336248,0.0052910983015668775,0.0005601839517307643,0.004256515964127392,0.0005924963403728226,0.003455545851157282,0.0006328668338172991,0.002766271760740331,0.0006218618079002801,0.002125879858634144,0.0006354142957886552,0.0015271449604706761,0.0006323585999577705,0.0009657087487487476,0.0005930708319563735,0.00039455375702232825,0.0005158371953277771,-0.00016785943167657493,0.00041502835050473625,-0.0007316973920859632,0.000346801000690236,-0.0012641877600049044,0.0003055453363805806,-0.0017344264885293433,0.0002887994793860462,-0.0021586574133316996,0.0002776740485616238,-0.002609759617576763,0.00033778675239121457,-0.0030686877702192005,0.0004159116005346645,-0.0035023390541561953,0.0004764065715925689,-0.003909463239566099,0.0005254363943781985,-0.004295920227165939,0.0005820116073147446,-0.0046098544062429785,0.0006377321129360673,-0.004863412127229275,0.0007230333546137411,-0.005046261098649674,0.0008099566331292262,-0.005154144328818621,0.0008537609485290238
2.249999999999999,0.010387604257318517,0.0005058553726007689,0.007699830769545056,0.0006695820444832353,0.006019998774284486,0.0007566825402729723,0.004752777267062975,0.0007846703643629894,0.0037266631529488665,0.0007302408265879223,0.0028182102102102136,0.00067891939476559,0.002002092541521114,0.0006494711971039173,0.0012299025556168405,0.0006604847803513327,0.0005260748095033812,0.0006153782374397639,-0.00011242916385773518,0.0005079493353729675,-0.0007315397029682735,0.00040723105874420414,-0.001283137504851791,0.0003573674944612635,-0.0017892926395783547,0.00032173094665926514,-0.002267762619762619,0.00031901713851918966,-0.002718025127167985,0.0003553398097380434,-0.0030915009703581125,0.0004569344406479017,-0.003436220547077689,0.0005440410028097685,-0.003755992073706357,0.0006063893561608156,-0.004036060877203734,0.0006748285122503649,-0.004266042695756987,0.0006905118284016701,-0.004430288901146046,0.0006895748992194905,-0.004517297705869134,0.0007103580459416664,-0.004576521664521666,0.0006993098097110031,-0.004592295152295152,0.0007184901519633948
2.259999999999999,0.00884806741108455,0.0003673635341578171,0.006413771564217281,0.00040300891910765175,0.005003087410675983,0.0004290131675113086,0.0039482199718085444,0.00043054578164232655,0.0030996044991930647,0.00041072991120805755,0.002376481376069945,0.00041626980801707294,0.0016787737092194231,0.0004062908630694655,0.0010531799521970942,0.0003955626138173144,0.00045890894649751774,0.000399172492924445,-0.00011394799207370662,0.0003718051975867307,-0.0006106249138934857,0.00032676461652855055,-0.0011046608273579718,0.00030785641736061456,-0.0015679270323384602,0.00028641873176111766,-0.0019819273183387482,0.00030219356308003456,-0.0023655919625748217,0.0003172406480360725,-0.00269578697391269,0.00032126066580286366,-0.0029910056211313405,0.0003674357128913931,-0.003268776943474088,0.0003810689934886997,-0.00349881661579947,0.00039766670056328053,-0.0036689877665420515,0.00042383790273090526,-0.0037847979440665132,0.0004498804454817317,-0.00385621728177157,0.0004842936799969607,-0.003923985948397371,0.0005339362075757229,-0.00394722486077915,0.0005733577760963888
2.2699999999999987,0.00542297918489918,0.0006912079358309172,0.0033144618512389976,0.000698738514723544,0.0022081258009029503,0.0006530923584221131,0.0014896071189556916,0.0005954377330702872,0.0009471845331045324,0.0005510438880348109,0.000550137036628466,0.0004996696940014416,0.00020968621846336106,0.0004483787062265437,-6.817662397090985e-05,0.0003932917944198031,-0.00031823729688872554,0.00036627339114514803,-0.0005439980780780787,0.0003234647700735267,-0.0007539700091928666,0.0003114665111417939,-0.0009098218610447187,0.0002870449392470569,-0.0010232544773344763,0.00027560437342834834,-0.0011307879700108265,0.00029177485318416624,-0.001238704212784213,0.0003163097915334481,-0.0013040201409572833,0.000342122433655252,-0.001339940796306511,0.0003649972575798567,-0.0013905883418111982,0.00041923640199161434,-0.0014412221593021618,0.0004627783296744051,-0.0014907799620028192,0.00047654703386502067,-0.0015180764830136256,0.00048723052624395305,-0.0015368338526281398,0.0004978610275311972,-0.001551732669812669,0.000498687639330282,-0.001531354414005845,0.0005006647914020544
2.2799999999999985,0.003444047567567565,0.0008178966424073061,0.0015391918547118574,0.0005628812819983357,0.0006502176560233706,0.00037570598852940996,0.00017413798451512737,0.00026752056861269083,-0.00012798356560642273,0.0002187675921957339,-0.00031707714898572044,0.00018603488509879305,-0.0004674328924843209,0.0001793091256674867,-0.0005521314686114677,0.00021675118057021638,-0.000585266971461257,0.00023048484872930852,-0.0005898191154419731,0.0002479692692699996,-0.0005580204596433165,0.000257915831092802,-0.0005421770243713105,0.0002489951116485238,-0.0005152299139956278,0.0002523052024398741,-0.0005079524324324326,0.00026594051270515653,-0.0005164461506404362,0.00024728409917468513,-0.0005127905766991485,0.0002444195279275126,-0.0005240498359584069,0.0002290173267084606,-0.0005327926195583342,0.00021692816322778832,-0.0005277315584972734,0.00020689840508781714,-0.000520701834896121,0.00018081718401027308,-0.0005291393336193332,0.00017794860890194683,-0.0005490923478580624,0.00019949770263788579,-0.0005640558828215969,0.00021289516501079707,-0.0005826841437355724,0.00023821480909902814
2.2899999999999983,0.008320052441012443,0.0004197884624752702,0.00549487689812261,0.0005165836754630164,0.003896700435946149,0.0006074938645303298,0.002817636392310681,0.0006926823210907044,0.001968449572838145,0.0007212214317504578,0.0012783452644481229,0.0007072349440592633,0.0007311721321321338,0.0006384526004169561,0.0002605977209862925,0.00055902773940923,-0.00013407875140446576,0.0004532078777962096,-0.0004855322457151021,0.0003511445921090184,-0.000826956118567547,0.0003018276108130984,-0.001130609322792178,0.0002749558636739304,-0.0014300745022573602,0.0002721504943730779,-0.0017238451708851703,0.0002916610206997589,-0.001959540131151558,0.00032851930023788635,-0.0021564054045882628,0.00037959144561460807,-0.0023101039194296357,0.0004003129951290761,-0.0024266730599987727,0.0003826199671767745,-0.0024877476856448285,0.0004070392750014707,-0.00256716424506139,0.0005035974422329376,-0.0026262568070110903,0.0005755862167783731,-0.002696566790463936,0.0006571852405167053,-0.0027659076415190685,0.00074063865582829,-0.00279594453555596,0.0007939956957326512
