N,n_steps,n_analyze,flip_perc
10,8600,5000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2
2.0599999999999996,1.0,0.0,0.0007386543975461688,0.0028444887651313776
2.0699999999999994,1.0,0.0,0.0024783623391345278,0.006285182236357254
2.079999999999999,1.0,0.0,0.0019714698495254808,0.004478910129722137
2.089999999999999,1.0,0.0,0.004528754639816859,0.009070537942374972
2.0999999999999988,1.0,0.0,0.0016060012002400554,0.003975225889435036
2.1099999999999985,1.0,0.0,0.0016081082883243466,0.004294226871017345
2.1199999999999983,1.0,0.0,0.0018234046809362235,0.004763919737709374
2.129999999999998,1.0,0.0,0.0020809495232379975,0.004165416571831507
2.139999999999998,1.0,0.0,0.0034733880109355584,0.006717603829388217
2.1499999999999977,1.0,0.0,0.0021396634882532234,0.004869829776007612
2.1599999999999975,1.0,0.0,0.0022382254228623826,0.005043192393862163
2.1699999999999973,1.0,0.0,0.0028684848080727365,0.005554745677112438
2.179999999999997,1.0,0.0,0.0033381165121913418,0.005733100830771301
2.189999999999997,1.0,0.0,0.00208652397146098,0.004393436074805814
2.1999999999999966,1.0,0.0,0.0039882732101975795,0.0063056378150365714
2.2099999999999964,1.0,0.0,0.0030235291502745173,0.005045887773944042
2.219999999999996,1.0,0.0,0.004592180658353894,0.006531575769347575
2.229999999999996,1.0,0.0,0.005543828765753141,0.007865405999118948
2.2399999999999958,1.0,0.0,0.004520130692805244,0.006174875632255594
2.2499999999999956,1.0,0.0,0.00403613167077861,0.006785493643813951
2.2599999999999953,1.0,0.0,0.005346411504523122,0.007492080997355353
2.269999999999995,1.0,0.0,0.00458509479673714,0.006364639817178282
2.279999999999995,1.0,0.0,0.00783281100664579,0.008836344962486404
2.2899999999999947,1.0,0.0,0.004814900757929377,0.0073725748518934505
2.2999999999999945,1.0,0.0,0.00745893178635723,0.008873424715743391
2.3099999999999943,1.0,0.0,0.0065137916472183584,0.007902487947838694
2.319999999999994,1.0,0.0,0.007716218799315421,0.009152891673651093
2.329999999999994,1.0,0.0,0.005672867906914725,0.0067664986029952814
2.3399999999999936,1.0,0.0,0.008042995265719785,0.007949285380072696
2.3499999999999934,1.0,0.0,0.008490258051610331,0.009305236993978486
2.359999999999993,1.0,0.0,0.003780533884554681,0.005993953663383
2.369999999999993,1.0,0.0,0.010077322131092865,0.009759727862687681
2.379999999999993,1.0,0.0,0.006522700095574642,0.007509773626846741
2.3899999999999926,1.0,0.0,0.008650547887355232,0.00916022601006098
2.3999999999999924,1.0,0.0,0.009436678446800432,0.009002540163222286
2.409999999999992,1.0,0.0,0.010579795959191802,0.009004016564392347
2.419999999999992,1.0,0.0,0.008319815074125938,0.00840359812137003
2.4299999999999917,1.0,0.0,0.008881909715276408,0.008783393172120317
2.4399999999999915,1.0,0.0,0.010054490898179601,0.00842879632960854
2.4499999999999913,1.0,0.0,0.010967188993354209,0.009031692693548681
2.459999999999991,1.0,0.0,0.009926812029072451,0.008804529664599036
