N,n_steps,n_analyze,flip_perc
30,25000,12500,0.1

Temp,E_mean,E_std,M_mean,M_std
2.0,-1.7241148183952189,0.06124321978468772,0.9045212513704817,0.028978985770551243
2.01,-1.7045488088490897,0.06057478123906895,0.8923649009308516,0.03487262808626673
2.0199999999999996,-1.6972867169278327,0.060559994156944366,0.8912825030234826,0.030172665782755688
2.0299999999999994,-1.688456143309702,0.06693161205203782,0.8853762529212786,0.03795200154405394
2.039999999999999,-1.6782558611063245,0.061924291437015506,0.8801925490642416,0.03670511710665463
2.049999999999999,-1.680636851985375,0.06470691380507444,0.8849682200669345,0.03380459211620927
2.0599999999999987,-1.6690366350275887,0.0660953058324915,0.877996818033521,0.03784839770765371
2.0699999999999985,-1.6340333014376136,0.07485711630816211,0.8530981146923989,0.04752429411744533
2.0799999999999983,-1.6353589187804123,0.07803702148925389,0.8562105414399872,0.05077003925105941
2.089999999999998,-1.6260817322848138,0.07757232207420421,-0.8538124831459677,0.04963457505206951
2.099999999999998,-1.6311850743595528,0.06926567004436755,0.8598782128310698,0.040247841784614616
2.1099999999999977,-1.6097252237786293,0.0817570975780821,0.8479497917690929,0.0462889420004461
2.1199999999999974,-1.5663916227273706,0.08298181812388997,0.8113164610553335,0.0643071325850145
2.1299999999999972,-1.5895774779543703,0.0755912920310506,0.8338117720041383,0.0522564413918457
2.139999999999997,-1.5685557075019492,0.07521404927095261,0.8169010858391178,0.054962758820280774
2.149999999999997,-1.5547882063368414,0.08404338939658677,0.8052781115332474,0.0681797513711111
2.1599999999999966,-1.5445569871721176,0.08187105986173702,0.8086627378674714,0.05790282385131307
2.1699999999999964,-1.5195537418716,0.10620038879182117,-0.7741511764502714,0.10426847906069042
2.179999999999996,-1.522620654523883,0.09309671771235661,0.7894144423370962,0.07901904085759957
2.189999999999996,-1.49053097556177,0.08973620675050932,0.7578848089058025,0.08087841643309504
2.1999999999999957,-1.484412086010933,0.1013896829865526,0.7542806094036512,0.10064722127126985
2.2099999999999955,-1.4157822398207018,0.12480682992271368,0.03540958836898225,0.6482844571217657
2.2199999999999953,-1.3850099998947638,0.10410144408253366,-0.23816892000567816,0.556622601707893
2.229999999999995,-1.4444195531503574,0.09558279867798501,0.7337657234718136,0.09078390236363633
2.239999999999995,-1.4151151643122508,0.08904645098851523,0.7020218506680745,0.08611770365267121
2.2499999999999947,-1.3660747962852928,0.10989905659264713,0.5591263303508458,0.21561047629507415
2.2599999999999945,-1.3580553100837576,0.08883978691507653,0.634596723119243,0.0962442400004558
2.2699999999999942,-1.366028215167179,0.11484109059113437,-0.585257309512796,0.26693818693190036
2.279999999999994,-1.3093491915855726,0.10680198927325266,0.5555962699011155,0.17304802797071345
2.289999999999994,-1.3532826616645994,0.10847590702561989,-0.6405964923434061,0.14320871686649853
2.2999999999999936,-1.2736201110301242,0.1021577616722274,-0.189686463562576,0.4702699313682982
2.3099999999999934,-1.2399381274880958,0.11141844160620716,-0.3798086960253895,0.2533420757595483
2.319999999999993,-1.2360448384630232,0.10254980467982842,0.4188912891929534,0.2073909244785569
2.329999999999993,-1.299582365551265,0.10103054238784781,0.5915111428992073,0.14281946460411232
2.3399999999999928,-1.2139164911755487,0.10644241878651974,-0.15806775647052737,0.4308124511324915
2.3499999999999925,-1.2054532358089212,0.08652747844185793,-0.11393178146443078,0.40092945176587663
2.3599999999999923,-1.1716197739125098,0.08756665621579604,0.17302077513707323,0.32428045394995036
2.369999999999992,-1.2153153586877863,0.10321418189195687,-0.46901209892321943,0.2137988391176239
2.379999999999992,-1.1170692767121428,0.08361519289561364,0.1491050840150474,0.23991138537829929
2.3899999999999917,-1.1037042969340791,0.073762154490065,0.031028437762957772,0.22125081445852227
2.3999999999999915,-1.1052809562079573,0.07699495791614895,0.07619311781952558,0.23501797625774212
2.4099999999999913,-1.112326497249159,0.07906992851873135,0.21535518416399152,0.21670251095083956
2.419999999999991,-1.1416824456643788,0.09522534059715786,0.26875198930607747,0.32834466448487026
2.429999999999991,-1.0889852526607737,0.08192389569444813,-0.2050372030229391,0.1881369296393439
2.4399999999999906,-1.1074763318664294,0.09711488811945862,0.28453067381431796,0.21686782610506633
2.4499999999999904,-1.068856709160245,0.07675877665974275,0.17667475649157838,0.15830998280179392
2.45999999999999,-1.0393585287024378,0.07628121161097141,-0.03290449903658132,0.20677962705188618
2.46999999999999,-1.0316821811523273,0.08311465018406258,0.04780080195473727,0.17913350365308092
2.4799999999999898,-1.0337865271132625,0.07439872434361906,0.10910437302608038,0.13809008344653328
2.4899999999999896,-1.0270400321028672,0.07646033552419457,-0.011010125198506795,0.2244373375953056
