N,n_steps,n_analyze,flip_perc
10,30000,10000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2,R_mean_d=3,R_std_d=3,R_mean_d=4,R_std_d=4
2.26,0.004783989510062122,0.007154064919012326,-0.0029384271760509273,0.0030505311316121908,-0.005939127246057943,0.004883070174404136,-0.007273927392739284,0.007122594334353435
