N,n_steps,n_analyze,flip_perc
10,4000,1000,0.1

Temp,R_mean_d=1,R_std_d=1,R_mean_d=2,R_std_d=2,R_mean_d=3,R_std_d=3,R_mean_d=4,R_std_d=4
2.1,0.0006663997330664036,0.0026582918073529186,-0.002014725836948068,0.0019507961868074205,-0.002475631186742303,0.0023839530376310977,-0.0023681904126348656,0.0023483272955529834
2.11,0.0021539317094872593,0.004143882266318517,-0.002003336670003341,0.0022077040462684795,-0.003729507285062836,0.0027552522235723075,-0.0038209320431542614,0.00352286780573079
2.1199999999999997,0.005962050939828723,0.007927692438164807,-0.0021155822489155817,0.0029477472643037227,-0.005956311867422976,0.004927716456164816,-0.008001245690134553,0.007904454367548499
2.1299999999999994,0.0051775775775775796,0.0070608133503574045,-0.0020445334223112054,0.0027053633918455774,-0.005585407629852069,0.004121787232003073,-0.007133622511400291,0.006753736197259126
2.1399999999999992,0.0015818930041152273,0.0034813145545809234,-0.002387632076520972,0.002172401435488556,-0.0033566010454899402,0.002999194295163784,-0.003736981425870322,0.003248236059049769
2.149999999999999,0.0018396173951729525,0.003701067053740235,-0.002216883550216887,0.002052798831105432,-0.0036009342676009432,0.0027894324945955794,-0.003723056389723066,0.0033642346510097745
2.159999999999999,0.0014128350572795026,0.0032385676292989198,-0.0022399288177065986,0.002025463741329723,-0.0030313869424980567,0.0025191581050212886,-0.003518318318318324,0.003472448751158927
2.1699999999999986,0.016928839951062154,0.008783710825995857,-0.0013767990212434638,0.004976808363966387,-0.013540518296073839,0.005643605510268599,-0.019719141363585806,0.008980944428003783
2.1799999999999984,0.001902035368702039,0.0035437459146552414,-0.0027274830385941523,0.0022838118178851196,-0.004003425647870096,0.0031555624685846717,-0.004034567901234563,0.0029018429707313885
2.189999999999998,0.002245311978645313,0.0045390041687597155,-0.002670715159604045,0.0027046443752233784,-0.004158202647091539,0.003871251219653958,-0.004606873540206869,0.005035410021209617
2.199999999999998,0.0026122567011455885,0.004170254213230412,-0.002939294850405965,0.0022442384098320845,-0.004228139250361471,0.003380371567701542,-0.004617862306751197,0.004004730920310081
2.2099999999999977,0.005002736069402734,0.005775469361492071,-0.0031367367367367348,0.002681945585717709,-0.006216928039150268,0.003992118392009859,-0.007640796351907465,0.0057664557615673155
2.2199999999999975,0.005467556445334215,0.006178646467083345,-0.0025199866533199885,0.0027266265039264104,-0.00620722945167389,0.004027600452139994,-0.00823525747970193,0.006088238092247033
2.2299999999999973,0.007979713046379728,0.007752327473700609,-0.0038329885440996515,0.003918181841589705,-0.00867805583361139,0.005401575492832123,-0.010633344455566667,0.007946721764755324
2.239999999999997,0.004395017239461683,0.005764418981324429,-0.003628117005894783,0.0032401942399936574,-0.006464731398064713,0.005097238208588561,-0.007629674118562996,0.005875908647361886
2.249999999999997,0.0017005005005005023,0.0034735011898401765,-0.003174374374374378,0.0024745083592601705,-0.004194505616727838,0.003015302316989634,-0.0044994772550328065,0.0034396792679196367
2.2599999999999967,0.002171148926704478,0.004605656079570517,-0.0030127015904793646,0.002585687800654909,-0.004411878545211878,0.00404376841029149,-0.004766900233566896,0.0043604370489658045
2.2699999999999965,0.002906373039706373,0.004260743765645983,-0.003233322211099988,0.0021944934168934677,-0.004660082304526752,0.0031584864143545744,-0.0055265042820598406,0.004264704569648208
2.2799999999999963,0.009151017684351042,0.009744966695837659,-0.0030189300411522647,0.0038464484362230426,-0.00894685796908019,0.0062331117656239604,-0.011553464575686765,0.009137608362174659
2.289999999999996,0.007866444221999782,0.00736199532885523,-0.0038332554776999224,0.0035197907706512716,-0.008347325102880658,0.005299988211490402,-0.010109531753976185,0.0070163405307755505
